questions,answers
丝杠、闸瓦，丝杠螺母修换的一般规定是什么？,"丝杠、闸瓦、丝杠螺母修换的一般规定如下：I)长丝杠直线度误差超过1000,0.1（不包括丝杠自重而引起的悬垂）时，应加以修复。2)丝杠螺纹局部磨损，或表面粗糙度大于R,l.6µm时，应修复。3)当减小外径来恢复标准螺纹牙厚时，丝杠外径减小量不得大于原外径的1120,必要时应验算其强度及刚度。4)闸瓦与瓦胎的轴向窜动董不得超过0.05mm。5)闸瓦内螺纹表面粗糙度不小于R,l.6µm.螺纹牙厚减薄董为原螺距的10％时，应换新件。"
机床床身、箱体等主要铸件修换的一般规定是什么？,机床床身、箱体等主要铸件修换的一般规定如下：1)机床导轨面由于磨损或研伤而破坏机床精度时，应该修复。2)床身、箱体等有裂纹或漏油等缺陷，在不影响机床设备的强度、刚度及精度条件下，可以采用修复方法而不必换新C3)箱体上有配合关系的孔，其几何精度误差（圆度、圆柱度）超过孔的本身公差时，要修复。4)箱体上安装滚动轴承的孔，其配合精度不会超过原定的低一级配合公差，可不修换。若发现轴承孔与轴承外圈有滑动痕迹或配装后轴承外Ill松动者，孔径必须修复。
离合器修换的一般规定是什么？,"离合器修换的一般规定如下：I)爪式离合器的爪部有裂纹，或端面磨损大于齿高J/4者，应更换。2)片式离合器的摩擦片的平行度误差超过0.2mm,或出现不均匀的光亮斑点时，应更换。"
机床导轨修理的一般原则是什么？,机床导轨修理的一般原则如下：l)修理导轨面时，一般应以本身不可调的装配孔（如丝杠孔）或未磨损的平面为基准。2)对千不受基准孔或结合面限制的床身导轨，－一般应选择刮研量小的或工艺复杂的面为基准。3)对于在导轨面上滑动的另一相配导轨面，只进行配刮，不作单独的精度检验c4)导轨面相互拖研时，应以刚性好的零件为基准来拖研刚件差的零件；另外应以长面为基准拖研短面匀5)导轨修理前后，应测出必要的数据并绘制出运动曲线，供修理调整时参考、分析。6)机床导轨面在修理时，必须在自然状态下，放在牢固的基础上，以防止修理过程中的变形或影响测量精度。7)机床导轨面磨损0.3mm以上，一般应先精创后再刮研或在导轨磨上磨削。
减小导轨滓火变形可采取哪些措施？,"导轨高频感应加热洋火时，由于热应力与组织应力的影响，总是要产生一定的变形。如果变形最过大，－力面增加磨削加i工时，降低生产率，同时也不能保证磨削加工后仍有足够的有效猝硬深度，影响使用性能。减少导轨猝火变形的主要措施如下：1)为保证在猝火后获得均匀－致的猝硬表面，要求导轨移动平稳、速度均匀，导轨与感应器之间的间隙在猝火过程中始终保持不夺。因此，床身移动装置必须设计合理，制造、安装精确，浮动装置的滚轮导向灵活、纵向稳固。必要时，可在浮动装置上加适当的配重，以保持其稳固性。此外，还要求高频设备的输出功率尽可能稳定。2)感应器的设计很质要，尽扯采用双导轨同时猝火的感应器Q对于悴火面尺寸较大，不能实现双导轨同时猝火的工件，则设计的感应器应保证在两导轨上猝火时移动方向致，否则将增加扭曲变形。3)机床导轨的变形规律一般都是中间下凹，最大值多在导轨中间位置。因此，可在精创时加一个使床身中间向下弯曲的预应力。精创后，撤去预应力，使中间向上凸起O.l~0.2mm,以抵消猝火后的下凹。"
导轨直线度误差常用检测方法有哪些？,导轨直线度误差常用检测方法有：研点法、平尺拉表比较法、垫塞法、拉钢丝检测法和水平仪检测法、光学平直仪（自准直仪）检测法等。
研点法适用于哪几类导轨直线度误差的检测？,采用刮研法修整导轨的直线度误差时，大多采用研点法。研点法常用于较短导轨的检测，因为平尺超过2000mm时容易变形，制造困难，而且影响测量精度。刮研短导轨时，导轨的直线度误差通常由平尺的精度来保址，同时对单位面积内研点的密度也有一定的要求，可根据机床的精度要求和导轨在本机床所处地位的性质及重要程度，分别规定为每25血nX25皿n内研点不少于l0~20点（即每刮方内点子数）。用研点法检测导轨直线度误差时，由于它不能测扯出导轨直线度的误差数值，因而当有水平仪时．一般都不用研点法作最后检测Q但是，应当指出，在缺乏测量仪器（水平仪，光学平直仪等）的情况下，采用三根平尺互研法生产的检验平尺，可以较有效地满足一般机床短导轨直线度误差的检测要求。
采用光学仪器测量导轨直线度误差有何特点？,利用准直仪和自动准直仪（光学平直仪）测量导轨直线度误差的原理是基千光束运动是一直线。采用光学仪器测量的优点是：叩在测量过程中，仪器本身的精度受外界条件（温度、振动等）影响小，因此测拯精度较高；＠既可像水平仪一样测量导轨在垂直平面内的直线度误差（不等于水平），又可代替钢丝和显徵镜测量导轨在水平面内的直线度误差。所以，在机床的制造和修理中，已经普遍使用。但是对千测量!Om以上的长导轨，由于光束通过的路程较长，光能损失较大，因而呈像不够清晰，不能直接进行测量，而必须分段接长测慧。
"单导轨表面扭曲误差应如何检测？",对于每条导轨的表面形状，除了在水平卤内和垂直面内有直线度要求外，为了保证导轨和运动部件相且配合良好，提高接触率，还要求控制导轨表面的扭曲误差，这一要求对千大型导轨特别重要。在刮研时，为f测量导轨间的平行度误差，作为基准测屋用的导轨，更要防止有严重扭曲。单导轨表面扭曲误差的检测方法如图3-14所示，V型导轨用V型水平仪垫铁，平导轨用平垫铁，从导轨的任意一端开始，移动水平仪垫铁，每隔200~500mm读数一次，水平仪读数的最大代数差值，就是导轨的扭曲误差口该项误差要求在机床精度标准中来作规定，主要规定千刮研和配磨工艺中。
机床加工中影响工件加工精度的因橐主要有哪些？,在机床加工中，影响工件加工精度的因素主要有以下几个方面：I)刀具儿何形状误差及其在机床上的安装误差。2)工件在机床上的安装误差。3)机床在加工原理方面所存在的误差。4)在切削加工过程中，机床一刀具一工件系统的振动、弹性变形、热变形以及刀具的磨损。5)机床的儿何误差。6)机床传动链的传动误差。
如何提高机床传动链的精度？,机床设计时，提高机床传动链精度可从以下儿个方面着手：I)尽量减少传动链中传动元件的数量，以减少误差的来源。2)在传动链中，从首端到末端尽量采用降速排列，并为末端传动副创造最大的传动比（增大蜗轮齿数、减少蜗杆头数、减少丝杠线数及减小丝杠螺距）。3)末端传动副附近尽量不采用螺旋齿轮、锥齿轮或离合器。4)将交换齿轮尽量放在末端传动副的前面。5)尽量采用传动比为11的齿轮副传动，以补偿其传动误差。6)提高传动元件的精度。7)提高传动元件的安装精度以及装配时采用误差补偿办法。8)采用误差校正装置。修理或改装机床同新设计有所不同，难于从改变机床传动链的结构（如减少传动兀件数量、从主动件到未端采用降速排列等）或提高元件精度方面来提高传动链精度。切实可行的办法是提高传动件的安装精度，采用误差相应补偿办法和加装误差校正装置，可以在修理工作中使机床精度在原有基础上提高一步，或精度丧失不太严重的情况下使它恢复。
车床互锁机构有什么作用？进给过载保护机构的作用是什么？,车床工作时，如因操作错误，同时将丝杠传动和纵横向机动进给（或快速运动）接通，则将损坏机床。为了防仆上述事故，溜板箱中设有互锁机构，以保证开合螺母合上时机动进给不能接通，机动进给接通时开合螺母不能合上。进给过载保护机构的作用是在机动进给运动过程中，当进给抗力过大或刀架运动受到阻碍时，能自动停止进给运动，避免传动机件损坏。．因此进给过载保护机构也称安全离合器。
卧式车床应如何制定修理方案？,卧式车床修复后应同时满足下列四个方面的要求：1)达到工件的加工精度或工艺要求。2)保证车床的切削性能。3)操纵机构应省力、灵活、安全、可靠。4)排除机床的热变形、噪声、振动、漏油之类的故障。制定合理的机床修理力案是修理准备「作中的基础。必须在修理方案中，明确规定修理项目及内容。根据加LT艺要求，确定全面入修或采用项修、局部改装、数控化改装等具体项目在具体修复一台卧式车床时，应根据企业的产品工件工艺特点，对机床的使用要求进行具体分析。不能单纯考虑修复精度越高越好、功能项目越全越好，而应考虑综合性的技术经济指标，使修复后的机床性能和加工精度满足上艺要求。
卧式车床修理前应做哪些技术准备？,卧式车床修理前，可根据卧式车床GU/'14020—1997精度标准或机床合格证明书中规定的检验项目和检验方法，进行儿何精度检验，结合具体加上上件作出切削祥件，根据操作要求检杳各项运转、操纵性能。然后根据车床儿何精度、加工精度丧失的情况以及车床运转中存在的问题，制定具体的修理项H与修理后的验收要求并且做好工艺技术、备品配件等物质准备。
卧式车床修理有哪些做法可供参考？,在卧式车床修理经验积累中，有如下－些做法可供参考：1)对日常只是加工圆柱体工件的内外孔径、台阶面等表面而不需加T螺纹的卧式车床，在修复时常删除有关丝杠传动的检验修理项目，简化修理内容。2)对于只是承担盘套类工件加工任务的卧式车床，因为不使用尾座，常删除有关尾座的各项检修项目，或只是检验相关数值而不作为考核指标。3)对于经常加工异形工件（如球面、锥体、锥形螺纹）的卧式车床，常采用局部改装，增设仿形刀架、锥度刀架等附件，提高加工精度，提高生产率。4)对于采用滑动轴承（指结构较差）而导致主轴回转精度无法提高的原车床主轴结构进行改装，采用提高精度等级的滚动轴承使主轴的刚度及回转精度满足车床的使用性能要求。5)对丁纾常使用尾座套筒，在套筒中装切削｝j具加上轴孔类工件的卧式车床，局部改装尾座套筒的慢进给机构，或改装床鞍－尾座联接机构，使床鞍带动尾座作轴向自动进给，减轻T人的劳动强度。6)对丁经常车削长丝杠类工件的卧式车床，可改装开合螺母的导轨形状，将原来的燕尾导轨改装成矩形导轨，提高车床的丝杠－开合螺母副啃合稳定性能，排除切削时的刀具窜动。7)对于经常切削短螺纹工件（如标准件）的卧式车床，改装自动起闸（开合螺母）、快速退刀机构，减轻操作工人的紧张程度，提高生产率已8)对千工件装卸频繁的卧式车床，增加电动或液压自动卡盘，减轻工人的劳动强度巳所有这些方而的内容都有成熟的经验可供借鉴，说明可以结合技术改造目标来修理卧式车床，以期提高卧式车床的技术性能，并在提高机床性能，提高生产率的基础卜，设法减少卧式车床的拥有量同时，也可以说明卧式车床修复后的验收标准，不能只偏重千机床几何精度的验收。
卧式车床床身部件修理实质是什么？应满足哪些要求？,卧式车床床身部件修理实质上是修理床身导轨面。床身卜有两组导轨：一组导轨供溜板移动使用；另一组导轨供尾座移动使用。修理的重点是修复溜板用的导轨面各项精度，因为该组导轨经长期使用后，产生了磨损，而尾座用的导轨般磨损较少。在修复溜板用导轨时，应满足以下要求：1)修复导轨面的几何精度L2)恢复导轨面对床头箱、进给箱、齿条、托架等部件安装表面的平行度精度C在修理前，必须清楚上述要求中的相互关系，在工艺上采取措施，以未磨损的有关表面作为修理基准面，去校正和测量、修复已磨损的导轨面，使床身导轨经过修复后，恢复其作为车床基准部件应有的精度。
修复机床导轨精度应达到哪两个要求？其修理基准应如何选择？,修复机床导轨精度时要达到如下两个要求：1)修复导轨的直线性精度。2)恢复导轨作为机床的支承和导向的基准作用。在修理车床床身导轨面时，由于导轨面磨损，已经不能保证它和其它传动部件之间的位置精度。为了保证在修复导轨面精度的同时恢复它和传动部件之间的相互位置，井且在以后的修理工艺中，不需要再去重新校正，移置其它部件在床身上原来的装配位置。因此，修复导轨面时，必须利用床身上那些没有磨损的安装表面（即保持车床床身原来制造精度的表面）作为测量、修理的基准面。在卧式车床修理L艺中应明确规定车床床身上的进给箱、托架、齿条的安装表面作为修理基准面；同时兼顾主轴箱安装面。
床身导轨的修理工艺主要有哪几种？,床身导轨的修理，因设备条件不同，修复机床导轨面时采用的方法也各不相同，主要的有下列三种：1)刮研法。2)精创代刮法。3)精磨代刮法。对于经过猝硬处理的导轨面，只能采用精磨导轨的方法而不能采用刮研方法是显而易见的。对于某些磨损量超过0.5mm以上的导轨，不论是采用创削或磨削的方法进行修复，希望每次修创、磨的余量严格控制在最低数值以内，以免影响导轨的刚度。对于需要大修理但总磨损量不太大的导轨，若表面有较深的沟槽、划痕、拉毛等现象形成局部损伤时，可用环氧树脂（掺铁粉或石英粉）进行粘补，或用银焊条、巴氏合金焊条、锡柲合金焊条、铸铁冷焊条等进行补焊，然后再精加工。这一点也适用于导轨的日常维护保养。采用磨削或创削方法时，若必须将床身从床脚t拆下来面修复导轨面，则有可能在装配后由于床身底面与床脚的结合面接触不好或螺钉紧固方法不好而造成装配变形。出现这种情况时要注意检查，如确实无法恢复到装配前的导轨精度，可刮研该结合而并检查油盘表面平整性。
床身导轨面修理应注意哪些问题？,床身导轨面修理应注意以下两点：I)为了维护导轨精度，延长机床使用寿命，在导轨精度修复后可采用表面电接触猝火法提高硬度，而达到耐磨要求。2)对于采用高频、中频、超音频猝硬的导轨是不能采用刮研方法修复精度的，只能用导轨磨床修磨导轨面。不论采用哪种修复方法，修理导轨面时选定的修理基准及其测量方面在原理上是一致的。这时应在导轨磨床上先测定、较正车床的床身上安装齿条、进给箱、托架等零部件的安装面位置精度后，再磨削导轨面，使之达到导轨面的宜线度精度。
溜板结构中横向进给丝杠磨损后应如何修复？,在溜板结构中，横向进给丝杠（即中滑板丝杠）磨损较严重，以致引起车床在承受进给切削力时，出现刀架窜动、定位不准、操纵手柄的空行程大等缺陷，影响工件的加工精度和表面粗糙度。大修时应更换新的丝杠和螺母。在没有新丝杠备件时，也可对原丝杠进行修复。修理原则是修车削丝杠的螺纹部分，配螺母，修轴颈，换（镶）铜套。修理前，先检查丝杠的螺距误差和螺距累积误差，确定修整余量，以免车到丝杠尾部时出现螺纹乱牙现象。丝杠轴颈磨损后，经修磨在法兰盘中镶－铜套与它配合。装配丝杠、螺母时，垫片的厚度应以接近丝杠根部的尺寸为准，以免丝杠回转时手柄有轻重不一致的现象。
如何修复光杠？,光杠的修复是校直，因为光杠与丝杠一同弯曲后势必与溜板箱的传动齿轮轴孔不同轴，相对移动受阻，回转不均匀，使进给运动产生爬行。光杠校直后键槽也需修正，可用传动齿轮套在光杠上检验，应使传动齿轮在光杠上移动灵活。
车床总装配工艺顺序是什么？,总装配要求解决组成机床各个部件之间的联系尺寸及相互之间的传动要求。所以要根据机床的传动要求来确保各项几何精度。只有各个部件的修复质量和精度都能达到要求后，才有条件保证机床总装配后的工作精度。总装配时，还应注意到部件的热变形及重力变形，但要按具体情况区别对待。车床总装配顺序如下：l)检验床身导轨的几何精度及安装进给箱、托架。2)测量溜板箱光杠支承孔的位置尺寸。3)安装溜板箱和齿条。4)安装丝杠和光杠。5)安装主轴箱和校正主轴轴线。6)安装尾座。7)安装刀架。
在检验尾座部件几何精度时应注意哪些问湮？,总装配时，先安装、校正主轴箱部件和精度。按照主轴箱主轴轴线在床身导轨上的实际高度，去修正尾座顶尖套简轴线的高度，使两者等高。在检验尾座部件几何精度时应注意以下几个问题，1)检验时尾座的位置，由于一般采用尾座加工工件时，大多数处于床身中部及接近主轴箱一端，所以检验位置可以固定在大约等千最大工件长度的1/2处。2)检验精度将受到尾座顶尖套筒的夹紧力大小不同的影啊，检验时应该夹紧。3)在校正尾座时，希望尾座顶尖套筒的偏差方向向上偏和向前偏。其目的是部分补偿工件的重量、切削力引起的弹性变形等，使被加工工件产生正锥的趋势，而防止出废品。4)如溜板移动对尾座项尖套简伸出方向的平行度已处于合格的下偏差，而溜板移动对尾座顶尖套简锥孔轴线的平行度仍然不能达到允差要求时，可以采用研磨棒研磨该锥孔。5)在检验以上精度时，要设法消除检验心轴的精度误差，一般采用的方法是将检验心轴多装卸几次井相对回转一定位置，看它的测量数值是否稳定一致。如检验心轴误差无法消除时，往往取其相对180'两次测量偏差的平均值。
在安装主轴箱和校正主轴轴线时要注意哪些问湮？,在安装、校正主轴箱部件时要注意以下两点：I)装上主轴箱后，可能由于主轴箱重量的影响而使床身导轨有微量变形。应该在稳定的情况下再复核及调整床身导轨的精度。2)在校正主轴箱主轴轴线时，会出现冷态、热态检验精度变化的情况。针对上述情况，可具体考虑三种可能性：1)冷态、热态检验均应合格。2)冷态检验合格，中速运转lh后检验也合格。3)只考核热态检捡（中速稳定温度下检验），冷态下不考核。
溜板与刀架部件的空运转试验要求及调整方法有哪些？,溜板与刀架部件的空运转试验要求及调整方法如下：1)溜板在床鞍上，刀架的上、下滑座在燕尾导轨上的移动应均匀和平稳，镶条、压板应调整至松紧适宜。2)各丝杠应旋转灵活准确，有刻度装置的手轮（手柄）反向时的空行程量不超过1/20转。3)刀架下滑座的丝杠间隙调节方法，先将前螺母的螺钉拧松，然后用中间的螺钉将挨块上拉，调整至适当的间隙后，再将前螺母的螺钉拧紧。
进给簇、溜板箱部件的空运转试验要求及调整方法有哪些？,进给箱、溜板箱部件的空运转试验要求及调整方法如下：1)各种进给及换向手柄应与标牌相符，固定可靠，相互间的互锁动作可靠。2)启闭开合螺母的手柄应准确可靠，且无阻滞或过松感觉。3)溜板及刀架在低速、中速、高速的进给试验中应平稳正常，且无显著振动。4)溜板箱的（脱落蜗杆装置）手柄应灵活可靠，按定位挡铁的位置能自行停止。如果机床过载或碰到挡块而蜗杆不能脱落时，可用特殊扳手松开螺母及弹簧；当蜗杆在进给量不大却自行脱落时，脱落蜗杆副弹簧则应旋紧螺母以压紧弹簧。但绝不能把弹簧压得太紧，否则在机床过载时，蜗杆不能脱开而失去了它应有的作用，甚至造成机床损坏。
车削圆柱体工件加工后外径产生锥度的原因及排除方法有哪些？,圆柱体工件加工后外径产生锥度的原因及排除方法如下：1)若主轴箱主轴轴线对滑板移动导轨的平行度超差，则应重新校正主轴箱主轴的安装位置，使加工工件在允许误差范围内。2)若床身导轨倾斜度一项精度超差过多，或装配后发生变形，可用调整垫铁来重新校正床身导轨的倾斜精度。3)若床身导轨面严重磨损，主要三项精度均已超差，则应刮研、修复导轨甚至进行大修。4)两顶尖支承工件时产生锥度，则应调整尾座两侧的横向螺钉使两顶尖轴线同轴。5)若为刀具磨损造成的影响，则应修正刀具，正确选择主轴转速和进给最。6)若由于主轴箱温升过高，引起机床热变形造成锥度误差，则应降低油温，并定期换油，检查液压泵进油管是否堵塞。7)若因地脚螺栓松动（或调整垫铁松动）则应按调整导轨精度一样调整并紧固地脚螺栓（或调紧垫铁）。
圆柱体工件车削后外径发生椭圆及棱圆的故障原因及排除方法有哪些？,圆柱体工件车削后外径发生椭圆及棱圆的故障原因及排除方法如下：1)主轴轴承间隙过大，应调整间隙。2)若主轴轴承圆度超差时，滑动轴承可通过调整余量，将主轴轴颈进行修磨，以达到圆度公差要求，滚动轴承则应霓换。3)主轴轴承（套）的外径（环）有椭圆，或主轴箱体轴孔有椭圆，或两者的配合间隙过大时，应修整主轴箱体的轴孔，并保证其与滚动轴承外环的配合精度。若采用的是滑动轴承，则必须更换新的轴承套。环．
精车外圆时圆周表面上出现有规律性波纹的原因及排除方法有哪些？,精车外圆时圆周表面上出现有规律性波纹的原因及排除方法如下；l)因电动机旋转不平衡而引起机床振动，则应校正电动机转于的平衡，有条件的应进行动平衡。2)因为带轮等旋转零件的振幅太大而引起的机床振动，应校正带轮，对其外径，带轮轮槽进行光整车削。3)若为刀具与工件之间引起的振动，则应从以下几个方面设法减少振动：(!)刀具及时刃磨，保待切削性能；＠校正刀尖的安装位置；＠建议刀杆伸出的长度L<15b(b为刀宽）。
"精车后的工件端面中间凸起的原因及排除方法有哪些？",精车后的工件端面中间凸起的原因及排除方法如下：I)滑板移动对主轴轴线的平行度超差，应校正主轴箱主轴轴线的位置，在保证工件正锥合格的前提下，要求主轴轴线向前偏移。2)滑板的上、下导轨垂直度超差。对于经过大修理以后的机床出现该项误差时（该项要求是滑板上导轨的外端必须偏向主轴箱），则必须重新刮研床鞍下导轨面加以修复。
"精车大端面的工件时，端面上出现螺旋形波纹的故障原因及排除方法有哪些？",精车大端面工件时，端面上出现螺旋形波纹的故障原因主要是主轴后端的推力球轴承中某一滚动体尺寸特大。检查该轴承，确定是它引起的波纹时，可更换新的推力球轴承，若轴承中至少有三个滚动体的绝对尺寸相近时，可采用解体选配法来解决。
"车制螺纹时螺距不匀及乱扣的故障原因及排除方法有哪些？",车制螺纹时螺距不匀及乱扣的故障原因及排除方法如下：l)机床丝杠磨损、弯曲。应校直，修理及调整丝杠与开合螺母的间隙。2)开合螺母磨损，与丝杠不同轴面造成咽合不良或间隙过大，又因其燕尾导轨磨损而造成开合螺母闭合时不稳定。修复开合螺母或更新，调整与丝杠的间隙适当并达到同轴度要求；修复燕尾导轨，保证开合螺母闭合时的稳定。3)由主轴经过交换齿轮而带来的传动链间隙过大。检查各传动体的啃合间隙，凡可调整的均应调整。4)丝杠的轴向游隙过大。应调整丝杠边联接轴的轴向间隙及其窜动。5)米、英制手柄挂错、拨叉位置不对或交换齿轮架上的交换齿轮挂错。检查手柄、拨叉及交换齿轮的齿数是否正确。
"精车螺纹表面有波纹的故障原因及排除方法有哪些？",精车螺纹表面有波纹的故障原因及排除方法如下：I)因机床导轨磨损而使溜板倾斜下沉，造成丝杠弯曲，与开合螺母的啃合不良，如图4-23、图4-24所示。可参照＂溜板箱部件的修理”方法排除。图4-23丝杠弯曲示意图f一开合蠼母中心偏移量z图4-24丝杠、光杠、操纵杆三支承的同轴度误差f-开合螺母中心偏移量．一漕板箱三支承中心偏移角度2)托架支承孔磨损，使丝杠回转中心线不稳定。可采取托架支承孔惶孔镶套的方法加以排除。3)丝杠的轴向游隙过大。应调整丝杠的轴向间隙。4)进给箱交换齿轮轴弯曲、扭曲。校正或更换进给箱交换齿轮轴。5)所有的滑动导轨面间有间隙。调整导轨间隙及镶条、滑板压板等，各滑动面间用0.03mm塞尺检查，插人深度~20mm。固定接合面间应插不进去。6)方刀架与上刀架底板的接触面间接触不良。修刮刀架座底面，将其四个角上的接触点刮软。7)切削长螺纹工件时，因工件本身弯曲而引起表面波纹。工件必须加以合适的随刀托架（跟刀架〉，使工件不因车刀的切人面引起跳动。8)因电动机、机床本身固有频率（振动区）而引起的振动。应摸索、掌握该振动区的规律加以减弱或消除。
车床停车后主轴有自转现象的故障原因及排除方法有哪些？,车床停车以后主轴有自转现象的故障原因及排除方法如下；1)摩擦离合器调整过紧，停车后仍未完全脱开。调整摩擦离合器松紧适宜。2)制动器过松或没有调整好。应调整制动器的制动闸带，停车后约2~3转时间内能停转。
溜板箱自动进给手柄容易脱开的故障原因及排除方法有哪些？,溜板箱自动进给手柄容易脱开的故障原因及排除方法如下：l)溜板箱内脱落蜗杆的压力弹簧淜节过松2)蜗杆托架上的控制板与杠杆的倾角磨损。应将控制板进行焊补修复，并将挂钩处修锐。3)自动进给手柄的定位弹簧松动。应调紧弹簧，若定位孔磨损可锦补后重新打孔。
溜板箱自动进给手柄在碰到定位挡块后还脱不开的故障原因及排除方法有哪些？,溜板箱自动进给手柄在碰到定位挡块后还脱不开的故障原因及排除方法如下：l)溜板箱内的脱落蜗杆压力弹簧调节过紧，应适当调松。2)蜗杆的锁紧螺母紧死，迫使进给箱的移动手柄跳开或交换齿轮脱开，应松开锁紧螺母，调整间隙。
"CM6140车床车外圆时，圆柱度超差的原因及排除方法有哪些？","误差产生的原因及排除方法如下：1)车床主轴中心线对溜板移动方向不平行。用300mm长莫氏6号检验棒插入主轴锥孔检查，上母线误差,;;0.02=（前端只许向上偏），侧母线误差,;;o.015mm（前端只许向溜板箱偏），若不合格，应修复。2)床身导轨扭曲超差。用水平仪横放在滑板上，移动溜板箱，检查床身扭曲误差不超过(1000:0.02)mm,否则应修复。3)床身导轨自然变形或严重磨损。采用刮研或磨削恢复精度，垂直面内宜线度误差保证小千(1000:0.02)血n、(全长：0.04)=。4)主轴中心与尾座中心不等高或中心偏移。应修复两者的同轴度至规定要求：O用金属喷涂、刷镜、胶接等方法补偿尾座磨损，保证尾座中心高千主轴中心0.04mm。＠刮研床头箱配合底面，达到上述要求。＠调整尾座两侧调整螺钉，消除中心偏移。"
CM6140车床用小滑板进给的方法精车锥体时，表面粗糙度大，井出现双曲线形误差的原因及排除方法有哪些？,误差产生原因及排除方法如下：1)小滑板滑动间隙大。调整镶条，保证适当滑动间隙0.03mm。2)丝杠与螺母配合间隙大。修配或更换螺母。3)丝杠弯曲。调直校正丝杠。4)小滑板移动直线度超差。刮研小滑板导轨面，保址直线度误差小于（全长：0.01)mm。5)小滑板移动导轨不平行。修整导轨，保证燕尾导轨两侧面平行度误差小于（全长：0.02)mm。
X8126万能工具铣床主要性能有哪些？,X8126型万能工具铣床主要用于加工各种工具，如刀具夹具、量具、模具等，同时也适用于一般机械加工车间和机修车间用于加工各种复杂小型工件。该机床配有多种附件，如垂直主轴、水平工作台、万能角度工作台、圆形工作台、分度头以及平口钳等，该机床具有广泛的适应性和万能性。
X20IOC龙门铣床技术性能有哪些？,X2010C型龙门铣床是北京第一机床厂研制生产的万能型标准龙门铣床，其自动化程度较高，主要用于中等尺寸黑色金属和有色金属加工件各种平而的粗加工、半精加工和精加工。它具有左右两个水平铣头及一个右垂宜铣头，单独受各自电动机的驱动。铣头进给均采用可控硅直流无级调速系统。横梁沿两立柱导轨作升降运动，横梁在立柱上夹紧，采用液压为夹紧动力，机械为执行机构，电气为控制系统，具有较先进的技术性能。
铣床修理前应做好哪些准备工作？,普通铣床修理前要做好的准备工作主要包括对机床的精度、主要零件的磨损情况的了解．备件的准备，工具、检具及量仪的准备等一系列工作。由千铣床的传动链较长，结构比较复杂，对主要零件的磨损情况主要在拆机后作仔细的检查分析，机床的几何精度及运行特性可以通过对用户调查或作一试切件来了解。
主轴部件的装配工艺方法有哪些？,由于主轴是第一修理基准，因此，在其它各部件修理之前就需将主轴部件装配好。修理质量、装配质童的好坏直接影响到其它各部件的修理质量。主轴装配的关键是装配好前、中轴承。通常比较司靠的做法是采用定向装配法。定向装配法的实质是根据误差补偿原则，将主轴前轴颈的高点（或低点）与前轴承内环的低点（或高点）配合，从而补偿锥孔中心的径向圆跳动误差。而主轴的高点（或低点）对应中轴承的高点（或低点），从而补偿中轴定心轴颈的径向圆跳动误差。另种比较简单的方法是随意装配法。这种方法不讲究主轴、轴承的高低点配合，装配后，若精度超差，采用修研内锥孔的办法来修正。这种方法虽然简单易行，但精度保持性差。
主轴装配精度应如何调整？,主轴装配精度的超差原因往往是由丁中轴前、中轴承的间隙调整不当造成的。当径向圆跳动超差时，一般需适当减小前轴承的间隙。调整时，应修去前部两半圆调整垫圈的一定厚度，将轴承内潘向前轴颈人端移动。由于前轴颈是112锥度的锥体结构，因而内圈的移动可以改变前轴承的径向间隙。当轴向窜动超差时，般需调整中轴承的间隙。可以按预加载荷法修正两内外隔圈的厚度差。当采用上述调整方法调整后仍发现装配精度超差，则应检查床身前、中体孔的同轴度是否超差，主轴精度是否合格，各调整件、紧固件是否装配到位。主轴轴承间隙的调整要适量，过紧和过松都不行C因此，调整前应测量出主轴装配精度误差，以便调整时心中有数。
铣床床身导轨应如何修复？,"床身的修理主要是恢复床身导轨的几何精度。床身导轨的修复须以主轴中心为基准，修复的方法可以采用平尺拖研修刮（导轨磨损不大时）或导轨磨修复（导轨有严重磨损或有划痕，使刮削工作量过大时）。床身导轨修复前，应将主轴锥孔、前、中轴承保护好，避免杂物、切屑等进人。床身导轨修复工艺方法如下：方法一；刮研法修复床身导轨1)用平板拖研刮削导轨面，恢复其直线度及相互平行度至要求，刮点数在6~8点戊5mmX25mm。2)测量导轨面对主轴回转中心的垂直度误差，应达到要求，再精刮至符合全部技术要求。3)用55'专用平尺拖研刮削导轨燕尾面至全部要求。注意两导轨面的相互平行度。方法二：导轨磨修复床身导轨，要求如下：l)导轨面直线度允差为(1000:0.02)mm（只许凹）。2)导轨面对主轴回转中心的垂直度允差为(300:0.015)mm（只许主轴回转中心向下偏）。3)导轨面之间相互平行度允差为0.02mm（全长上）。4)导轨面表面粗糙度为R,1.6,,m。"
