questions,answers
直流主轴电动机在额定转速以上采用什么调节？,直流主轴电动机在额定转速以上采用恒功率调节，改变励磁电压进行弱磁调速。
恒转矩速度范围与恒功率速度范围之比一般为多少？,恒转矩速度范围与恒功率速度范围之比一般为1:2。
直流主轴的过载能力是多少？,直流主轴的过载能力大多数为1.5倍左右，也就是连续的额定电流的1.5倍。
直流主轴过载时间各生产厂之间差别多大？,直流主轴过载时间各生产厂之间差别很大，大约从1min到30min不等。
直流主轴控制系统是什么样的系统？,直流主轴控制系统类似于直流速度控制系统，是由速度环和电流环构成的双环速度控制系统，用它来控制加在主轴电动机电枢的端电压，控制回路的主回路采用双反并联可逆控制电路。
[主轴电动机容量较大，主回路的功率开关元件多采用什么？,主回路的功率开关元件多采用晶闸管。
主轴电动机除了要在额定转速以下调速之外，还要在额定转速以上调速，这就是什么？,这就是弱磁调速。
直流主轴控制系统框图中，主轴电动机是一个什么样的电动机？,主轴电动机是一个他励式电动机。
励磁绕组要单独供电，并可以进行电压调节，其目的是什么？,目的是完成恒功率控制的调速。
采用了主轴电动机直流控制系统之后，只需几级机械变速，就可以满足一般数控机床的变速要求？,只需二级机械变速。
直流电动机有什么弱点？,直流电动机有机械换向的弱点。
现在绝大多数数控机床均采用什么电动机配置矢量变换控制变频调速主轴驱动系统？,现在绝大多数数控机床均采用鼠笼式感应交流电动机配置矢量变换控制变频调速主轴驱动系统。
为什么交流电动机彻底取代直流电动机已是必然趋势？,一方面鼠笼式交流电动机克服了直流电动机机械换向的弱点以及在高速、大功率方面受到的限制，配置矢量变换控制的变频交流驱动的性能已达到直流驱动的水平。另外，交流电动机体积小，重量轻，采用全封闭罩壳，防灰尘和油污性能较好。]
什么是交流伺服电动机的两种类型？,交流伺服电动机有笼型异步电动机和永磁式的同步电动机两种。
现在绝大多数采用哪种类型的交流伺服电动机？,现在绝大多数采用交流永磁同步电动机。
主轴电动机通常采用什么类型的电动机？,主轴电动机绝大多数采用笼型感应异步电动机的结构形式。
为什么很少采用永磁同步电动机作为主轴电动机？,因为当前永磁电动机的容量还做得不够大，电动机成本也较高。
采用哪种电动机可以满足机床对主轴的要求？,采用笼型感应异步电动机可以满足机床对主轴的要求。
交流主轴电动机与普通电动机在哪些方面有所不同？,交流主轴电动机在电气强度、机械强度、通风结构和启动运行特性等方面有所不同。
交流主轴电动机如何改进散热？,交流主轴电动机在定子上增加了通风孔，电动机不做外壳，而是直接用硅钢片叠片做成多边形结构当做外壳，这样更加有利于散热。
交流主轴电动机的转子通常采用什么结构？,交流主轴电动机的转子多是斜槽铸铝。
交流主轴电动机的尾部通常安装什么设备？,交流主轴电动机的尾部同轴安装检测用的脉冲发生器或脉冲编码器。
电动机的安装方式有哪些？,电动机在安装方式上分为法兰式和地脚式两种。
交流主轴电动机的特性曲线与直流主轴电动机有什么相似之处？,交流主轴电动机的特性曲线与直流主轴电动机相类似：在基本速度以下是恒转矩调速，在基本速度以上是恒功率调速。
当电动机速度超过某一定值后，其功率速度曲线下滑，是否能保证恒功率？,一些电动机当电动机速度超过某一定值之后，其功率速度曲线下滑，不能保证恒功率。
对于一般主轴电动机，恒功率速度调节范围比率为多少？,对于一般主轴电动机，恒功率速度调节范围比率为1：3。
主轴电动机的过载能力一般为多少？,主轴电动机的过载能力一般为额定值的1.2～1.5倍。
电气准停通常有哪几种？,电气准停通常有磁传感器准停、编码器型准停和数控系统准停三种。
磁传感器准停的基本结构如何？,磁传感器主轴准停控制由主轴驱动装置本身完成，当执行M19时，数控系统只需发出主轴准停启动命令ORT即可。主轴驱动完成准停后会向数控装置输出完成信号ORE，然后数控系统再进行下面的工作。
采用磁传感器时，应注意什么？,由于采用了传感器，故应避免产生磁场的元件与磁发体和磁传感器安装在一起。另外磁发体与磁传感器的安装有严格的要求，应按说明书要求的精度安装。
采用磁传感器准停的步骤是什么？,当主轴转动或停止时，接收到数控装置发来的准停开关信号量ORT，主轴立即加速或减速至某一准停速度。主轴到达准停速度且到达准停位置时，主轴立即减速至某一爬行速度。当磁传感器信号出现时，主轴驱动立即进入磁传感器的作为。
采取哪些措施可以提高进给系统的精度和刚度？,可以采取预紧滚珠丝杠和轴承、消除齿轮、蜗杆等传动件的间隙、加入减速轮传动副等措施来提高进给系统的精度和刚度。
为什么需要减小进给系统的零件惯量？,减小进给系统的零件惯量可以提高系统的快速响应特性，特别是在满足传动强度和刚度的前提下，各零件的结构配置合理，惯量更小。
阻尼对进给伺服系统有何影响？,阻尼一方面降低进给伺服系统的快速响应特性，另一方面增加系统的稳定性。在刚度不足时，运动件之间的运动阻尼对降低工作台“爬行”、提高系统稳定性起到重要作用。
伺服进给系统稳定性的基本条件是什么？,伺服进给系统稳定性的基本条件是低速进给时不产生“爬行”，并能适应外加负载的变化而不产生共振。稳定性与系统的惯性、刚性、阻尼及增益等有关。
什么是进给系统的寿命？,进给系统的寿命是指保持数控机床传动精度和定位精度时间的长短，即各传动部件保持其原制造精度的能力。
如何延长进给系统的寿命？,要延长进给系统的寿命，应合理选择各传动件材料、热处理方式及加工工艺，并采用适宜的润滑方式和防护措施。
数控铣床进给系统设计应考虑什么？,数控铣床进给系统的结构设计应便于维护和保养，最大限度地减少维修工作量，以提高机床的利用率。
什么是滚珠丝杠螺母副？,滚珠丝杠螺母副是一种回转运动与直线运动相互转换的新型传动装置。
滚珠丝杠螺母副的工作原理是什么？,滚珠丝杠螺母副在丝杠和螺母上加工有弧形螺旋槽，套装在一起时形成螺旋滚道，滚珠在滚道内滚动。当丝杠相对于螺母旋转时，两者发生轴向位移。
滚珠丝杠螺母副的循环方式有哪些？,滚珠丝杠螺母副的循环方式有外循环和内循环两种。
外循环螺旋槽式滚珠丝杠结构是什么样的？,外循环螺旋槽式滚珠丝杠结构在螺母的外圆上铣有螺旋槽，并在螺母内部装上挡珠器，滚珠流入通向螺旋槽的孔中完成循环。
内循环滚珠丝杠结构是什么样的？,内循环滚珠丝杠结构中，滚珠在循环过程中与丝杠始终接触。
什么是反向器，它们在滚珠丝杠中的作用是什么？,反向器是螺母侧孔中装有的圆柱凸轮式装置，铣有S形回珠槽，将相邻两螺纹滚道连接起来。滚珠从螺纹滚道进入反向器，借助反向器迫使滚珠越过丝杠牙顶进入相邻滚道，实现滚珠循环。
反向器有哪些优点和缺点？,反向器的优点是径向尺寸紧凑、刚性好、摩擦损失小，缺点是加工困难。
滚珠丝杠具有哪些特点，为什么在各类中、小型数控机床的直线运动进给系统中得到广泛应用？,滚珠丝杠具有传动效率高、摩擦力小、有可逆性、运动平稳、使用寿命长以及可以预紧（以消除间隙，并提高系统刚度）等特点，所以被广泛应用。
什么是轴向间隙，它包括哪些因素？,轴向间隙是指丝杠和螺母无相对转动时，丝杠和螺母之间的最大轴向窜动。除了结构本身的游隙之外，在施加轴向载荷之后，轴向间隙还包括弹性变形所造成的窜动。
如何通过预紧方法消除滚珠丝杠副间隙，需要注意什么？,通过预加载荷能够有效地减小弹性变形所带来的轴向位移，但过大的预加载荷将增加摩擦阻力，降低传动效率，并使寿命大为缩短。因此，一般要经过几次调整能保证机床在最大轴向载荷下，既消除了间隙又能灵活运转。
双螺母齿差调隙式结构如何工作？,双螺母齿差调隙式结构通过在两个螺母的凸缘上各制有圆柱外齿轮，齿数差为1，并用螺钉和销钉固定在螺母座的两端。调整时先将内齿圈取出，根据间隙的大小使两个螺母分别在相同方向转过一个齿或几个齿，使螺母在轴向彼此移近（或移开）相应的距离。
如何计算双螺母齿差调隙式的间隙消除量？,间隙消除量Δ可以用以下简单公式计算： Δ = n * r / (Z1 - Z2)，其中n为两螺母在同一方向转过的齿数，r为滚珠丝杆的导程，Z1、Z2为齿轮的齿数。
双螺母垫片调隙式结构的调整方法是什么？,双螺母垫片调隙式结构通过修磨垫片3的厚度来调整轴向间隙。这种调整方法具有结构简单、刚性好和装拆方便等优点，但它很难在一次修磨中调整完毕，调整的精度也不如齿差调隙式好。
双螺母螺纹调隙式结构如何调整？,双螺母螺纹调隙式结构用平键限制了螺母在螺母座内的转动，调整时，只要拧动圆螺母3就能将滚珠螺母2沿轴向移动一定距离，在消除间隙之后将其锁紧。这种调整方法具有结构简单、调整方便等优点，但调整精度较差。
数控机床进给系统如何获得较高的传动刚度？,除了加强滚珠丝杠螺母本身的刚度之外，滚珠丝杠正确的安装及其支承的结构刚度也是不可忽视的因素。
进给系统中哪些因素会影响传动刚度？,螺母座、丝杠端部的轴承及其支承加工的不精确性和它们在受力之后的过量变形都会对进给系统的传动刚度带来影响。
什么是轴向间隙？,轴向间隙通常是指丝杠和螺母无相对转动时，丝杠和螺母之间的最大轴向窜动。除了结构本身的游隙之外，在施加轴向载荷之后，轴向间隙还包括弹性变形所造成的窜动。
预紧方法消除滚珠丝杠副间隙时应注意哪些情况？,预加载荷能够有效地减小弹性变形所带来的轴向位移，但过大的预加载荷将增加摩擦阻力，降低传动效率，并使寿命大为缩短。所以，一般要经过几次调整才能保证机床在最大轴向载荷下，既消除了间隙又能灵活运转。
双螺母齿差调隙式结构是如何工作的？,双螺母齿差调隙式结构在两个螺母的凸缘上各制有圆柱外齿轮，而且齿数差为1，两个内齿圈的齿数与外齿轮的齿数相同，并用螺钉和销钉固定在螺母座的两端。调整时先将内齿圈取出，根据间隙的大小使两个螺母分别在相同方向转过一个齿或几个齿，使螺母在轴向彼此移近（或移开）相应的距离。
如何计算间隙消除量？,间隙消除量Δ可以用以下简单公式计算：式中，n为两螺母在同一方向转过的齿数；l为滚珠丝杆的导程；Z1、Z2为齿轮的齿数。
什么是双螺母垫片调隙式结构，如何调整轴向间隙？,双螺母垫片调隙式结构通过修磨垫片3的厚度来调整轴向间隙。优点是结构简单、刚性好和装拆方便，但很难在一次修磨中调整完毕，调整精度也不如齿差调隙式好。
什么是双螺母螺纹调隙式结构，如何进行调整？,双螺母螺纹调隙式结构用平键限制了螺母在螺母座内的转动。调整时，只要拧动圆螺母3就能将滚珠螺母2沿轴向移动一定距离，在消除间隙之后将其锁紧。优点是结构简单、调整方便，但调整精度较差。
为什么滚珠丝杠正确的安装及其支承的结构刚度对进给系统的传动刚度很重要？,滚珠丝杠正确的安装及其支承的结构刚度对进给系统的传动刚度很重要，因为螺母座、丝杠端部的轴承及其支承加工的不精确性和它们在受力之后的过量变形，都会对进给系统的传动刚度带来影响。
什么是轴向间隙，轴向间隙包括什么？,轴向间隙通常是指丝杠和螺母无相对转动时，丝杠和螺母之间的最大轴向窜动。除了结构本身的游隙之外，在施加轴向载荷之后，轴向间隙还包括弹性变形所造成的窜动。
预紧方法消除滚珠丝杠副间隙时应考虑哪些情况？,预加载荷能够有效地减小弹性变形所带来的轴向位移，但过大的预加载荷将增加摩擦阻力，降低传动效率，并使寿命大为缩短。因此，在预紧方法消除滚珠丝杠副间隙时，要经过几次调整才能保证机床在最大轴向载荷下，既消除了间隙又能灵活运转。除了少数用微量过盈滚珠的单螺母结构消除间隙外，常用双螺母结构消除间隙。
双螺母齿差调除式结构如何实现间隙调整？,调整时先将内齿圈取出，根据间隙的大小使两个螺母分别在相同方向转过一个齿或几个齿，使螺母在轴向彼此移近（或移开）相应的距离。
双螺母垫片调隙式结构如何实现间隙调整？,通过修磨垫片3的厚度来调整轴向间隙。
双螺母螺纹调隙式结构如何实现间隙调整？,只要拧动圆螺母3就能将滚珠螺母2沿轴向移动一定距离，在消除间隙之后将其锁紧。
双螺母齿差调除式结构的间隙消除量如何计算？,间隙消除量Δ可以用以下简单公式计诚式中，n为两螺母在同一方向转过的齿数：r为滚珠丝杆的导程；Z1、Z2为齿轮的齿数。
数控机床的进给系统如何获得较高的传动刚度？,除了加强滚珠丝杠螺母本身的刚度之外，滚珠丝杠正确的安装及其支承的结构刚度也是不可忽视的因素。
什么是轴向间隙？,轴向间隙是指丝杠和螺母无相对转动时，丝杠和螺母之间的最大轴向窜动。
预紧方法消除滚珠丝杠副间隙时应考虑什么情况？,预加载荷能够有效地减小弹性变形所带来的轴向位移，但过大的预加载荷将增加摩擦阻力，降低传动效率，并使寿命大为缩短，所以，一般要经过几次调整才能保证机床在最大轴向载荷下，既消除了间隙又能灵活运转。
如何消除双螺母结构的间隙？,双螺母齿差调除式结构中，两个螺母的凸缘上各制有圆柱外齿轮，而且齿数差为1，两个内齿圈的齿数与外齿轮的齿数相同。调整时先将内齿圈取出，根据间隙的大小使两个螺母分别在相同方向转过一个齿或几个齿，住螺母在轴向彼此移近（或移开）相应的距离。
什么是双螺母垫片调隙式结构，它的优点是什么？,双螺母垫片调隙式结构是通过修磨垫片的厚度来调整轴向间隙的结构，其优点包括结构简单、刚性好和装拆方便。
双螺母螺纹调隙式结构是如何调整的，它的优点和缺点是什么？,双螺母螺纹调隙式结构通过拧动圆螺母将滚珠螺母沿轴向移动一定距离来调整。其优点包括结构简单、调整方便，但调整精度较差。
如何提高数控机床进给系统的传动刚度？,除了加强滚珠丝杠螺母本身的刚度之外，滚珠丝杠正确的安装及其支承的结构刚度也是不可忽视的因素。需要保持螺母座、丝杠端部的轴承及其支承加工的精确性，减少受力后的过量变形，并适当加大螺母和机床结合部件的接触面积，以提高螺母座的局部刚度和接触度。
为什么选择适当的滚动轴承对提高支承的轴向刚度十分重要？,选择适当的滚动轴承可以提高支承的轴向刚度，从而提高滚珠丝杠的使用寿命和进给系统的传动精度。
国内目前主要采用哪两种组合方式来提高支承的轴向刚度？,国内目前主要采用向心轴承和推力轴承组合使用的方式，但这种方式轴向刚度不足。
什么是滚珠丝杠专用轴承？,滚珠丝杠专用轴承是一种能解承受很大轴向力的特殊角接触滚珠轴承，与一般角接触浓珠承相比，花增大到0，增加了滚珠的数目并相应减小了滚珠的直径。
滚珠丝杠专用轴承有什么优点？,这种新结构的轴承比一般轴承的转向相度提两倍以上，而且使用极为方便。产品成对出售，而且在出厂时已经选配好内、外环的厚度，装配时只要用螺母和端盖将内环和外环压紧，就能获得出厂时已经调整好的预力。
对于行程小的短丝杠，支承的配置应采用哪种结构？,对于行程小的短丝杠可以采用悬臂的单支承结构。
在滚珠丝杠较长的情况下，如何配置轴承以防止热变形所造成的影响？,希望一端的轴承同时承受轴向力和径向力，而另一端的轴承只承受径向力，并能作微量轴向浮动。
数控机床应如何重视摩擦的影响？,由于数控机床经常要连续工作很长时间，因而应特别重视摩擦的影响。
如何对滚珠丝杠施加预紧力并保持近乎不变的预紧力？,在它的一端装有碟形弹餐和调整螺，这样能对滚珠丝杠施加预紧力，又能在补偿丝杠的热变形后保持近乎不变的预紧力。
当滚珠丝杠用在垂直升降传动或水平放置的高速大惯量传动中时，如何处理无动力态下的紧固问题？,通常在无动力态下需要紧固装置，可以由超越离合器和电磁摩擦离合器等零件组成。
为什么滚珠丝杠副需要有效防护、密封和保持润滑油清洁？,滚珠丝杠副和其他滚动摩擦的传动零件一样，只要避免磨料微粒及化学活性物质进入，就可以认为这些元件几乎是在不产生磨损的情况下工作的。但如果在滚道上落入了脏物或使用肮脏的润滑油，不仅会妨碍滚珠的正常运动，而且使磨损急剧增加。对于制造误差和预紧变形量以微米计的滚珠丝杠传动来说，这种磨损特别敏感。
毛毡圈是如何密封螺母的？,通常采用毛毡圈对螺母进行密封，毛毡圈厚度为螺距的2—3倍，而且内孔做成螺纹的形状，使之紧密地包住丝杠，并装入螺母或套筒两端的槽孔内。
什么是非接触式迷宫密封圈？有何优点？,非接触式迷宫密封圈是由较硬质塑料制成的密封圈，内孔做成与丝杠螺纹滚道相反的形状，并留有一定间隙。这种密封圈的优点是可以避免与丝杠直接接触，从而减少滚珠丝杠副的摩擦阻力矩。
丝杠防护罩有哪些类型？它们是如何固定的？,对于暴露在外面的丝杠，一般采用螺旋钢带、伸缩套筒、维形套管以及折叠式塑料或人造革等形式的防护罩，以防止尘埃和磨粒粘附到丝杠表面。这几种防护罩与导轨的防护罩有相似之处，一端连接在滚珠螺母的端面，另一端固定在滚珠丝杠的支承座上。
钢带缠卷式丝杠防护装置的工作原理是什么？,钢带缠卷式丝杠防护装置的工作原理是：防护装置和螺母一起固定在拖板上，整个装置由支承滚子、张紧轮和钢带等零件组成。
什么是防护装置中的钢带，如何保持钢带的张紧？,防护装置中的钢带绕过支承滚子，并靠弹簧和张紧轮将钢带张紧。
当丝杠旋转时，钢带如何在丝杠上缠卷？,当丝杠旋转时，拖板（或工作台）相对丝杠作轴向移动，丝杠一端的钢带按丝杠的螺距被放开，而另一端则以同样的螺距将钢带缠卷在丝杠上。
钢带如何保持螺纹槽的密封？,由于钢带的宽度正好等于丝杠的螺距，因此螺纹槽被严密地封住。
钢带的正反两面为何始终不接触？,钢带的正、反两面始终不接触，钢带外表面粘附的脏物就不会被带到内表面上，使内表面保持清洁。
数控机床进给系统中的减速齿轮需要具备哪些要求？,对于数控机床进给系统中的减速齿轮，除了要求其本身具有很高的运动精度和工作平稳，还应保证孔对端面的垂直度，并应加大螺母座和机床结合部件的接触面积，以提高螺母座的局部刚度和接触刚度。
如何提高滚珠丝杠的支承轴向刚度？,为了提高支承的轴向刚度，选择适当的滚动轴承是十分重要的。一种方法是把向心轴承和圆锥轴承组合使用，另一种方法是把推力轴承或角接触球轴承和向心轴承组合使用。
国外出现了哪种滚珠丝杠专用轴承？,国外出现了一种滚珠丝杠专用轴承，这是一种能够承受很大轴向力的特殊角接触滚珠轴承，与一般角接触滚珠轴承相比，接触角增大到60°，增加了滚珠的数目并相应减小了滚珠的直径。
这种新结构的轴承比一般轴承的轴向刚度提高多少？,两倍以上
使用新结构轴承的装配过程如何？,装配时只要用螺母和端盖将内环和外环压紧，就能获得出厂时已经调整好的预紧力。
对于行程小短丝杠，可以采用什么结构？,悬臂的单支承结构
如何防止滚珠丝杠较长时热变形所造成的影响？,希望一端的轴承同时承受轴向力和径向力，而另一端的轴承只承受径向力，并能够作微量的轴向浮动。
如何对滚珠丝杠施加预紧力并保持近乎不变的预紧力？,在一端装有碟形弹簧和调整螺母。
滚珠丝杠副在什么情况下需要锁紧？,当外界动力消失后，执行部件可在重力和惯性力作用下继续运动。
滚珠丝杠副在什么情况下会产生磨损？,如果在滚道上落入了脏物或使用肮脏的润滑油。
为什么滚珠丝杠传动副的防护、密封和润滑油清洁十分重要？,滚珠丝杠传动副常用的密封方式是什么？
为什么螺纹槽被严密地封住？,因为钢带的宽度正好等于丝杠的螺距。
为什么钢带外表面粘附的脏物不会被带到内表面上？,因为钢带的正、反两面始终不接触。
对于数控机床进给系统中的减速齿轮，除了要求其本身具有很高的运动精度和工作平稳性以外，还必须做什么？,必须尽可能消除配对浅轮之间的传动间隙。
对于数控机床的进给系统，为什么必须采用各种方法去减少或消除齿轮传动间隙？,否则，在进给系统每次反向之后就使运动滞后于指令信号，这将对加工精度产生很大影响。
刚性调整法是指什么样的调整方法？,调整之后齿侧间除不能自动补偿的调整方法，它要求严格控制齿轮的厚及周节公差。
偏心轴套式消除间隙结构中，如何调整两齿轮的中心距？,通过转动偏心轴套就能够方便地调整两齿轮的中心距。
如何用一个整有锥度的齿轮来消除间隙？,在加工齿轮时，将假想的分度医柱面改变成带有小锥度的圆锥面，使其齿厚在齿轮的轴向稍有变化，装配时，只要改变垫片的厚度就能调整两个齿轮的轴向相对位置。
增大圆锥面的角度会带来什么后果？,将会使啮合条件恶化。
什么是斜齿轮消除间隙的结构，它的工作原理是什么？,斜齿轮消除间隙的结构是通过宽齿轮与两个相同齿数的薄齿轮嗜合，薄齿轮由平键与轴连接，互相不能相对回转。加工时，在两薄齿轮之间装入已知厚度为r的垫片，装配时，将垫片厚度增加或减少Δ，然后再用螺母拧紧。这时两齿轮的螺旋线就产生了错位，其左、右两齿面分别与厚齿轮的齿面贴紧，消除了间隙。
垫片厚度的增减量Δr如何计算？,垫片厚度的增减量Δr可以用以下公式计算：Δr = Δ / (2 * sin(β/2))，式中，Δ为齿侧间隙；β为斜齿轮的螺旋角。
什么是柔性调整法，它的特点是什么？,柔性调整法是指调整之后齿侧间隙可以自动补偿的调整方法。这种调整法在齿轮的齿厚和周节有差异的情况下，仍可始终保持无间隙喷合。但将影响其传动平稳性，而且这种调整法的结构比较复杂，传动刚度低。
双齿轮轴向压资消除间隙结构是如何工作的？,双齿轮轴向压资消除间隙结构是通过两个相同齿数的薄齿轮靠螺母调节弹簧的轴向压力，使薄齿轮的左、右齿面分别与宽斜齿轮齿槽的左、右齿面贴紧。弹簧力调整适当，使它能承受相矩，否则消除不了间隙，弹簧力过大则齿轮磨损过快。
双齿轮周向弹簧消除间隙结构的工作原理是什么？,双齿轮周向弹簧消除间隙结构通过两个相同齿数的薄齿轮1和2套装在一起，并可作相对回转。每个齿轮的端面均匀分布着四个螺孔，分别装上凸耳3和8。齿轮1的端面还有另外四个通孔，凸耳8可以在其中穿过。弹簧4的两端分别钩在凸耳3和调节螺钉7上，通过螺母5调节弹簧的拉力，调节完毕用螺母6锁紧。弹簧的拉力使薄齿轮错位，即两个薄齿轮的左、右齿面分别紧贴在厚齿轮齿槽的左、右齿面上，消除了齿侧间隙。
斜齿轮压力弹簧消除间隙的结构是如何工作的？,斜齿轮压力弹簧消除间隙的结构将一个大锥齿轮加工成1和2两部分，齿轮的外圈1上带有三个周向圆弧槽8，齿轮的内圈2的端面带有三个凸爪4，套装在圆弧槽内。弹簧6的两端分别顶在凸爪4和镶块7上，使内、外齿圈的锥齿错位，起到了消除间隙的作用。为了安装的方便，用螺钉5将内、外齿圈相对固定，安装完毕之后将螺钉卸去。
如图3.35所示的结构是用什么消除斜齿轮齿侧间隙的？,用碟形弹簧消除斜齿轮齿侧间隙的结构。
调节碟形弹簧的作用力需要注意什么？,弹簧作用力的调整必须适当，压力过小，达不到消隙作用；压力过大，将会使齿轮磨损加快。
为了使齿轮在轴上能左右移动，而又不允许产生偏斜，对齿轮的内孔有何要求？,为了使齿轮在轴上能左右移动，而又不允许产生偏斜，这就要求齿轮的内孔具有较长的导向长度。
联轴器的作用是什么？,联轴器是用来连接进给机构的两根轴使之一起回转，以传递扭矩和运动的一种装置。
目前联轴器的类型主要有哪几种？,目前联轴器的类型主要有液力式、电磁式和机械式，机械式联轴器是应用最广泛的一种。
数控机床中常用的联轴器有哪些？,数控机床中常用的联轴器有套筒联轴器和凸缘联轴器等。
套筒联轴器由哪几部分组成？,套筒联轴器由连接两轴轴端的套筒和连接套筒与轴的连接件（键或销钉）所组成。
套筒联轴器的各部分尺寸间的关系是什么？,套筒长2＝3d；套筒外径D＝1.5d；销钉直径d＝（0.3～0.25）d；销钉中心到套筒端部的距离＝0.75d。
凸缘联轴器是如何工作的？,凸缘联轴器是把两个带有凸缘的半联轴器分别与两轴连接，然后用螺栓把两个半联轴器连成一体，以传递运动和扭矩。
套筒联轴器和凸缘联轴器相比有何优缺点？,套筒联轴器构造简单，径向尺寸小，但其装拆困难，且要求两轴严格对中，不允许有径向及角度
什么是凸缘联轴器常用的两种对中方法？,凸缘联轴器常用的两种对中方法包括：一种是用一个半联轴器上的凸肩与另一个半联轴器上的凹槽相配合面对中；另一种则是共同与另一部分环相配合而对中。
凸缘联轴器的材料有哪些选择？,凸缘联轴器的材料可以选择HT250或碳钢，如果在重载或圆周速度大于30m/s的情况下，则应使用铸铁或锻钢。
凸缘联轴器的主要缺点是什么？,凸缘联轴器的主要缺点是它对所连接的两轴的对中性要求很高，当两轴间有位移与倾斜存在时，会在机体内引起附加负载，使工作情况恶化。
在什么情况下可以使用凸缘联轴器？,凸缘联轴器适用于转速低、无冲击、轴的刚度大以及对中性较好的情况，此时可以简化结构、降低成本，并且可传递较大扭矩。
什么是消隙联轴器？它的作用是什么？,消隙联轴器是一种可以通过锥形夹紧环消除配合间隙的联轴器，可使动力传递没有反向间隙。通过螺钉5通过压圈3施加轴向力，由于锥环之间的楔紧作用，内外环分别产生径向弹性变形，消除配合间隙，并产生接触压力以传递扭矩。
[什么是柔性片在联轴器中的作用？,柔性片在联轴器中的作用是抵消两端的位置偏差。
联轴器有哪些优点，为什么在数控机床的进给传动系统中广泛应用？,联轴器具有传递功率大、转速高、使用寿命长、能适应较大的相对位移、能在受振动和冲击载荷等恶劣条件下连续工作、安装使用和维护方便简单、作用于系统中的负荷小、噪声小等优点，因此在数控机床的进给传动系统中广泛应用。
什么是导轨，导轨的作用是什么？,导轨主要用来支承和引导运动部件沿一定的轨道运动。在导轨副中，运动的一方叫做动导轨，不动的一方叫做支承导轨。
导向精度的定义是什么，影响导向精度的主要因素有哪些？,导向精度是指机床的运动部件沿导轨移动时的直线性，以及它和有关基面之间的相互位置的准确性。影响导向精度的主要因素有：导轨的几何精度、导轨的接触精度、导轨的结构形式及导轨和基础件的结构刚度和热变形，对于静导轨还有油膜的刚度等。
导轨刚度的定义是什么，为什么要求导轨应有足够的刚度？,导轨的刚度表示导轨在承受动、静载荷下抵抗变形的能力。若刚度不足，会直接影响部件之间的相对位置精度和导向精度，还会使得导轨面上的比压分布不均，加重导轨的磨损，因此要求导轨应有足够的刚度。
如何降低导轨的磨损？,在实际中，数控机床常采用摩擦系数小的滚动导轨和静压导轨，以降低导轨的磨损。
什么是高、低速平稳性，为什么在导轨作高速、低速运动时要保证高、低速平稳性？,高、低速平稳性是指导轨在作高速、低速运动时，应使导轨运动平稳，高速进给时不产生振动，低速进给时不产生“爬行”现象，以保证被加工零件的加工精度和表面质量。]
什么是导轨，设计导轨时应考虑哪些因素？,导轨是机床部件间相对运动的导向和承载装置。设计导轨时应考虑结构简单、工艺性好、便于制造、调整和维护等因素。
导轨的类型有哪些，各自的特点是什么？,导轨按运动轨迹可分为直线导轨和圆周运动导轨；按工作性质可分为主运动导轨、进给运动导轨和调整导轨；按受力情况可分为开式导轨和闭式导轨；按导轨接触面的摩擦性质可分为滑动导轨、滚动导轨和静压导轨。
什么是贴塑导轨，作用是什么？,贴塑导轨是在运动导轨的滑动面上贴上一层由化学材料组成的抗磨塑料薄膜软带，构成金属对塑料的摩擦形式，以提高导轨的耐磨性，降低摩擦系数。
数控机床常用的直线运动滑动贴塑导轨的截面形状的组合形式有哪些，特点是什么？,数控机床常用的直线运动滑动贴塑导轨的截面形状的组合形式主要有三角形一矩形、矩形一矩形两种。这两种导轨都具有刚度高、承载能力强、加工、检验和维修方便的特点，同时在运动导轨上都贴有塑料带，以减少“爬行”现象，提高低速性能和导轨的寿命。
什么是开式导轨和闭式导轨，有什么区别？,图3.40（a）所示为开式导轨，没有压板，导轨不能承受较大的翻转力矩；图3.40（b）所示为闭式导轨，有压板，导轨可以承受翻转力矩。
窄式导轨和宽式导轨的区别是什么？,图3.41（a）所示为窄式导轨，工作台由一条导轨的两侧导向；图3.41（b）所示为宽式导轨，由两条导轨的内侧导向，两个导轨面的距离较大，热膨胀时变形量大，须留较大的侧向间隙，导向性不如窄式的好。
什么类型的导轨在数控机床上得到了广泛应用，为什么？,滚动导轨目前在数控机床上得到了广泛应用，因为它们具有运动灵敏度高、摩擦系数小、定位精度高、牵引力小、移动轻便、使用寿命较长、润滑系统简单、维修方便等优点。
什么是静压导轨，它的工作原理是什么？,静压导轨是一种将有一定压力的油液通过节流器输送到导轨面上的油腔中，形成压力油膜，将相互接触的导轨表面隔开，使导轨工作表面处于纯液体摩擦的导轨。这种导轨的机械效率高，摩擦系数小，从而驱动功率大大降低，能工期保持导轨的导向精度。承载油膜有良好的吸振性，低速运动时不易产生“爬行”。
静压导轨的缺点是什么？,静压导轨的缺点是结构复杂，需备置一套专门的供油系统，油的清洁度要求较高。
静压导轨有哪些分类？,静压导轨有开式和闭式两大类。
